"log_tipo_logradouro", "logradouro", "bairro", "cidade", "uf", "cep"
"Rua", "Ulisses Lobo Viana", "Conjunto Residencial Trinta e Um de Março", "São José dos Campos", "SP", "12237230"
"Rua", "Ulisses de Paula Filho", "Jardim Itapoã", "São José dos Campos", "SP", "12247350"
"Rua", "Um", "Primavera I", "São José dos Campos", "SP", "12226207"
"Rua", "Um", "Jardim Santa Hermínia", "São José dos Campos", "SP", "12226819"
"Rua", "Um", "Jardim Allah", "São José dos Campos", "SP", "12226845"
"Avenida", "Um", "Jardim Uirá", "São José dos Campos", "SP", "12227802"
"Rua", "Um", "Primavera II", "São José dos Campos", "SP", "12226210"
"Rua", "Um", "Monte Castelo", "São José dos Campos", "SP", "12215620"
"Rua", "Um", "Condomínio Residencial Bell Park", "São José dos Campos", "SP", "12227805"
"Rua", "Um", "Condomínio Villagio Fazendão", "São José dos Campos", "SP", "12214421"
"Rua", "Um", "Jardim Santa Maria", "São José dos Campos", "SP", "12225391"
"Rua", "Um", "Vila São Bento", "São José dos Campos", "SP", "12231601"
"Avenida", "Um", "Vila Nair", "São José dos Campos", "SP", "12231301"
"Avenida", "Um", "Buquirinha", "São José dos Campos", "SP", "12213832"
"Avenida", "Um", "Eugênio de Mello", "São José dos Campos", "SP", "12247282"
"Travessa", "Um", "Freitas", "São José dos Campos", "SP", "12214432"
"Avenida", "Um", "Mirante do Buquirinha", "São José dos Campos", "SP", "12214523"
"Travessa", "Um", "Buquirinha II", "São José dos Campos", "SP", "12214572"
"Rua", "Um", "Buquirinha II", "São José dos Campos", "SP", "12214587"
"Rua", "Um", "Mirante do Buquirinha", "São José dos Campos", "SP", "12214520"
"Rua", "Um", "Chácara dos Coqueiros", "São José dos Campos", "SP", "12248687"
"Avenida", "Um", "Chácara dos Coqueiros", "São José dos Campos", "SP", "12248698"
"Rua", "Um", "Costinha", "São José dos Campos", "SP", "12214611"
"Avenida", "Um", "Jardim dos Bandeirantes", "São José dos Campos", "SP", "12234785"
"Rua", "Um", "Chácaras Oliveiras", "São José dos Campos", "SP", "12213271"
"Avenida", "Um", "Residencial Dunamis", "São José dos Campos", "SP", "12226748"
"Rua", "Um", "Residencial Dunamis", "São José dos Campos", "SP", "12226820"
"Rua", "Um", "Chácaras Boa Esperança", "São José dos Campos", "SP", "12226162"
"Rua", "Um", "Condomínio Residencial Campo Belo", "São José dos Campos", "SP", "12224850"
"Avenida", "Um", "Condomínio Residencial Campo Belo", "São José dos Campos", "SP", "12224853"
"Travessa", "Um A", "Jardim Santa Maria", "São José dos Campos", "SP", "12225371"
"Rua", "Umbelina Melo Romeu", "Jardim Santo Onofre", "São José dos Campos", "SP", "12228002"
"Rua", "Umei Kanno", "Conjunto Residencial Trinta e Um de Março", "São José dos Campos", "SP", "12237810"
"Rua", "Umuarama", "Jardim Paulista", "São José dos Campos", "SP", "12215730"
"Rua", "Urano", "Jardim da Granja", "São José dos Campos", "SP", "12227520"
"Rua", "Urati", "Jardim Telespark", "São José dos Campos", "SP", "12212800"
"Rua", "Urbano Ezequiel das Neves", "Jardim dos Bandeirantes", "São José dos Campos", "SP", "12234791"
"Rua", "Uruana", "Jardim Telespark", "São José dos Campos", "SP", "12212790"
"Rua", "Uruguai", "Cidade Vista Verde", "São José dos Campos", "SP", "12223010"
"Avenida", "Urupês", "Jardim Satélite", "São José dos Campos", "SP", "12230510"
"Rua", "VP-1", "Conjunto Habitacional da Policia Militar", "São José dos Campos", "SP", "12228442"
"Rua", "VP-6", "Conjunto Habitacional da Policia Militar", "São José dos Campos", "SP", "12228443"
"Rua", "VR 15", "Urbanova", "São José dos Campos", "SP", "12244480"
"Rua", "Valdemar Pedrosa", "Conjunto Residencial Galo Branco", "São José dos Campos", "SP", "12247420"
"Rua", "Valdemar Raimundo da Silva", "Jardim das Colinas", "São José dos Campos", "SP", "12242222"
"Rua", "Valdemir de Oliveira", "Conjunto Residencial Trinta e Um de Março", "São José dos Campos", "SP", "12237200"
"Rua", "Valdir Guratti", "Jardim Limoeiro", "São José dos Campos", "SP", "12241330"
"Rua", "Valdir Pereira dos Santos", "Parque Interlagos", "São José dos Campos", "SP", "12229824"
"Rua", "Valentim Goll", "Jardim Juliana", "São José dos Campos", "SP", "12236841"
"Rua", "Valentina Oliveira Santos", "Campo dos Alemães", "São José dos Campos", "SP", "12239832"
"Rua", "Valentina da Conceição", "Jardim dos Bandeirantes", "São José dos Campos", "SP", "12234795"
"Rua", "Valença", "Palmeiras de São José", "São José dos Campos", "SP", "12237824"
"Rua", "Valinhos", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233750"
"Rua", "Valparaiso", "Jardim América", "São José dos Campos", "SP", "12235380"
"Rua", "Valter Dellu", "Campo dos Alemães", "São José dos Campos", "SP", "12239280"
"Rua", "Valter Luiz Pereira", "Jardim Minas Gerais", "São José dos Campos", "SP", "12213258"
"Avenida", "Valter de Oliveira", "Jardim Santa Júlia", "São José dos Campos", "SP", "12228274"
"Rua", "Vanderlei Alexandre da Silva", "Jardim República", "São José dos Campos", "SP", "12234835"
"Rua", "Vanessa Marciano", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12232370"
"Rua", "Vantuilde José Brandão", "Jardim Paraíso do Sol", "São José dos Campos", "SP", "12225150"
"Rua", "Varsóvia", "Jardim Augusta", "São José dos Campos", "SP", "12216730"
"Rua", "Vasomiro Malaquias de Barros", "Jardim Satélite", "São José dos Campos", "SP", "12231642"
"Rua", "Vaz Caminha", "Santana", "São José dos Campos", "SP", "12211770"
"Rua", "Vega", "Jardim Satélite", "São José dos Campos", "SP", "12230430"
"Rua", "Veneto", "Jardim das Paineiras I", "São José dos Campos", "SP", "12226085"
"Rua", "Veneza", "Jardim Mesquita", "São José dos Campos", "SP", "12229500"
"Rua", "Venezuela", "Cidade Vista Verde", "São José dos Campos", "SP", "12223220"
"Rua", "Venâncio Coelho da Silva", "Jardim Mariana I", "São José dos Campos", "SP", "12226864"
"Rua", "Vera Babo de Oliveira", "Jardim Guimarães", "São José dos Campos", "SP", "12213150"
"Rua", "Vera Lúcia Cardoso Silva Barros", "Urbanova", "São José dos Campos", "SP", "12244300"
"Rua", "Vera Lúcia Carnevalli Barreto", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12232371"
"Condomínio Residencial", "Verana de São José dos Campos", "Parque Santos Dumont", "São José dos Campos", "SP", "12227811"
"Rua", "Veranopólis", "Vila Monterrey", "São José dos Campos", "SP", "12226794"
"Rua", "Verona", "Jardim Mesquita", "São José dos Campos", "SP", "12229004"
"Rua", "Verão", "Recanto Caeté", "São José dos Campos", "SP", "12213260"
"Rua", "Vesta", "Jardim da Granja", "São José dos Campos", "SP", "12227450"
"Rua", "Vicente Antônio de Araújo", "Parque Nova Esperança", "São José dos Campos", "SP", "12226060"
"Praça", "Vicente Batista", "Jardim Bela Vista", "São José dos Campos", "SP", "12209130"
"Avenida", "Vicente Brandão Ferreira", "Jardim Santa Luzia", "São José dos Campos", "SP", "12228004"
"Rua", "Vicente Cardoso", "Jardim Torrão de Ouro", "São José dos Campos", "SP", "12229260"
"Rua", "Vicente Celestino", "Vila Tesouro", "São José dos Campos", "SP", "12221540"
"Rua", "Vicente Cursino dos Santos", "Urbanova", "São José dos Campos", "SP", "12244865"
"Rua", "Vicente Donati Nunes", "Campos de São José", "São José dos Campos", "SP", "12226714"
"Rua", "Vicente Leporace", "Vila Dirce", "São José dos Campos", "SP", "12213010"
"Rua", "Vicente Luiz Pereira", "Conjunto Residencial Trinta e Um de Março", "São José dos Campos", "SP", "12237250"
"Rua", "Vicente Moraes Dinis", "Conjunto Residencial Dom Pedro I", "São José dos Campos", "SP", "12232830"
"Rua", "Vicente Mota Corrêa", "Jardim São Jorge", "São José dos Campos", "SP", "12221160"
"Rua", "Vicente Nunes de Assis", "Campo dos Alemães", "São José dos Campos", "SP", "12239590"
"Rua", "Vicente Paulo dos Santos", "Alto da Ponte", "São José dos Campos", "SP", "12212511"
"Rua", "Vicente Pavanelli", "Jardim Torrão de Ouro", "São José dos Campos", "SP", "12229110"
"Rua", "Vicente Pereira", "Campos de São José", "São José dos Campos", "SP", "12226700"
"Rua", "Vicente Soares", "Loteamento Residencial Vista Linda", "São José dos Campos", "SP", "12220042"
"Rua", "Vicente Venâncio da Silva", "Jardim América", "São José dos Campos", "SP", "12235192"
"Rua", "Vicente de Finis", "Urbanova", "São José dos Campos", "SP", "12244320"
"Rua", "Vicente de Paula Oliveira", "Residencial Armando Moreira Righi", "São José dos Campos", "SP", "12247824"
"Rua", "Vicentina Maria de Oliviera", "Residencial União", "São José dos Campos", "SP", "12239041"
"Rua", "Victor Antônio Celeste", "Jardim Esplanada", "São José dos Campos", "SP", "12242550"
"Praça", "Victor Hugo", "Jardim Oriente", "São José dos Campos", "SP", "12236231"
"Rua", "Victorio Friggi", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246123"
"Rua", "Victória Maluf Elias", "Urbanova", "São José dos Campos", "SP", "12244482"
"Rua", "Victório Peneluppi", "Jardim das Colinas", "São José dos Campos", "SP", "12242150"
"Rua", "Vicência Urbano da Silva", "Parque Residencial Flamboyant", "São José dos Campos", "SP", "12227799"
"Rua", "Viena", "Jardim Oswaldo Cruz", "São José dos Campos", "SP", "12216720"
"Rua", "Vilaça", "Centro", "São José dos Campos", "SP", "12210000"
"Bulevar", "Villa-Lobos", "Jardim Aquárius", "São José dos Campos", "SP", "12242021"
"Rua", "Vilma Fátima de Oliveira", "Cidade Morumbi", "São José dos Campos", "SP", "12236630"
"Rua", "Vinagreira", "Chácaras Pousada do Vale", "São José dos Campos", "SP", "12226751"
"Rua", "Vinhedo", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233430"
"Rua", "Vinte", "Conjunto Residencial Dom Pedro II", "São José dos Campos", "SP", "12232878"
"Avenida", "Vinte", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246142"
"Rua", "Vinte Dois", "Conjunto Residencial Dom Pedro II", "São José dos Campos", "SP", "12232881"
"Rua", "Vinte Quatro", "Conjunto Residencial Dom Pedro II", "São José dos Campos", "SP", "12232883"
"Rua", "Vinte Três", "Conjunto Residencial Dom Pedro II", "São José dos Campos", "SP", "12232882"
"Rua", "Vinte de Janeiro", "Jardim das Cerejeiras", "São José dos Campos", "SP", "12225550"
"Rua", "Vinte e Cinco", "Conjunto Residencial Dom Pedro II", "São José dos Campos", "SP", "12232885"
"Avenida", "Vinte e Cinco", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246032"
"Rua", "Vinte e Cinco de Agosto", "Jardim das Cerejeiras", "São José dos Campos", "SP", "12225510"
"Rua", "Vinte e Cinco de Dezembro", "Monte Castelo", "São José dos Campos", "SP", "12215220"
"Rua", "Vinte e Cinco de Julho", "Jardim das Cerejeiras", "São José dos Campos", "SP", "12225540"
"Rua", "Vinte e Cinco de Maio", "Jardim das Cerejeiras", "São José dos Campos", "SP", "12225591"
"Avenida", "Vinte e Dois", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246143"
"Rua", "Vinte e Nove", "Jardim Altos de Santana", "São José dos Campos", "SP", "12214310"
"Rua", "Vinte e Nove", "Conjunto Residencial Dom Pedro II", "São José dos Campos", "SP", "12232890"
"Avenida", "Vinte e Nove", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246851"
"Rua", "Vinte e Nove", "Jardim Santa Júlia", "São José dos Campos", "SP", "12228306"
"Rua", "Vinte e Nove de Junho", "Jardim das Cerejeiras", "São José dos Campos", "SP", "12225520"
"Rua", "Vinte e Oito", "Conjunto Residencial Dom Pedro II", "São José dos Campos", "SP", "12232888"
"Avenida", "Vinte e Oito", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246853"
"Praça", "Vinte e Oito de Outubro", "Vila Betânia", "São José dos Campos", "SP", "12245487"
"Avenida", "Vinte e Quatro", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246031"
"Rua", "Vinte e Quatro", "Altos da Vila Paiva", "São José dos Campos", "SP", "12213108"
"Rua", "Vinte e Seis", "Conjunto Residencial Dom Pedro II", "São José dos Campos", "SP", "12232886"
"Rua", "Vinte e Sete", "Conjunto Residencial Dom Pedro II", "São José dos Campos", "SP", "12232887"
"Rua", "Vinte e Sete de Abril", "Jardim das Cerejeiras", "São José dos Campos", "SP", "12225560"
"Rua", "Vinte e Sete de Julho", "Monte Castelo", "São José dos Campos", "SP", "12215100"
"Avenida", "Vinte e Três", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246144"
"Rua", "Vinte e Três", "Jardim Santa Júlia", "São José dos Campos", "SP", "12228299"
"Avenida", "Vinte e Três de Dezembro", "Jardim das Cerejeiras", "São José dos Campos", "SP", "12225480"
"Avenida", "Vinte e Três de Maio", "Vila Maria", "São José dos Campos", "SP", "12209410"
"Rua", "Vinte e Um", "Conjunto Residencial Dom Pedro II", "São José dos Campos", "SP", "12232879"
"Rua", "Vinte e Um de Abril", "Eugênio de Mello", "São José dos Campos", "SP", "12247100"
"Rua", "Vinte e Um de Abril", "Monte Castelo", "São José dos Campos", "SP", "12215290"
"Viela", "Vinte e Um de Setembro", "Jardim das Cerejeiras", "São José dos Campos", "SP", "12225541"
"Rua", "Vinícius Machado Mendes", "Jardim Minas Gerais", "São José dos Campos", "SP", "12213263"
"Rua", "Vinícius de Moraes", "Jardim São José II", "São José dos Campos", "SP", "12248685"
"Rua", "Virgem", "Jardim Satélite", "São José dos Campos", "SP", "12230420"
"Praça", "Virginio Valias de Resende", "Jardim Motorama", "São José dos Campos", "SP", "12224245"
"Rua", "Virgulino de Carvalho", "Jardim Santa Inês I", "São José dos Campos", "SP", "12248220"
"Rua", "Virgílio Alves de Oliveira", "Jardim Itapoã", "São José dos Campos", "SP", "12247390"
"Rua", "Virgílio Emídio Bispo", "Alto da Ponte", "São José dos Campos", "SP", "12212450"
"Rua", "Virgílio Fernandes de Oliveira", "Campos de São José", "São José dos Campos", "SP", "12226690"
"Rua", "Virgílio Maroni", "Conjunto Residencial Trinta e Um de Março", "São José dos Campos", "SP", "12237130"
"Rua", "Virgínia Rivoli Gomes", "Urbanova", "São José dos Campos", "SP", "12244859"
"Rua", "Viriato Jesus Arana", "Chácara dos Eucalíptos", "São José dos Campos", "SP", "12221760"
"Rua", "Visconde de Araxá", "Jardim do Lago", "São José dos Campos", "SP", "12228060"
"Avenida", "Visconde de Caravelas", "Jardim do Lago", "São José dos Campos", "SP", "12228050"
"Rua", "Visconde de Inhauma", "Jardim do Lago", "São José dos Campos", "SP", "12228070"
"Rua", "Visconde de Lamare", "Jardim do Lago", "São José dos Campos", "SP", "12228040"
"Rua", "Visconde de Ouro Preto", "Condomínio Bosque Imperial", "São José dos Campos", "SP", "12242040"
"Avenida", "Visconde de Pelotas", "Jardim do Lago", "São José dos Campos", "SP", "12228020"
"Rua", "Visconde de São Lourenço", "Jardim do Lago", "São José dos Campos", "SP", "12228030"
"Rua", "Visconde de Taunay", "Eugênio de Mello", "São José dos Campos", "SP", "12247070"
"Rua", "Viseu", "Chácaras Reunidas", "São José dos Campos", "SP", "12238550"
"Rua", "Vital Brasil", "Jardim Esplanada", "São José dos Campos", "SP", "12242720"
"Rua", "Vitória", "Jardim Vale do Sol", "São José dos Campos", "SP", "12238190"
"Avenida", "Vitória Régia", "Jardim Motorama", "São José dos Campos", "SP", "12224180"
"Rua", "Vitória da Conquista", "Monte Castelo", "São José dos Campos", "SP", "12215581"
"Rua", "Vitório Carnevalli", "Vila Tesouro", "São José dos Campos", "SP", "12221560"
"Rua", "Vitório Friggi", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246046"
"Rua", "Vitório Pulga", "Residencial Tatetuba", "São José dos Campos", "SP", "12220060"
"Alameda", "Vivaldi", "Jardim Aquárius", "São José dos Campos", "SP", "12242033"
"Rua", "Viçosa", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233290"
"Rua", "Volans", "Jardim Satélite", "São José dos Campos", "SP", "12230490"
"Rua", "Voluntários do Rotary", "Jardim Nova República", "São José dos Campos", "SP", "12234868"
"Rua", "Votuporanga", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233490"
"Rua", "Vênus", "Jardim da Granja", "São José dos Campos", "SP", "12227420"
"Rua", "Vítor Alves Rabelo", "Jardim Portugal", "São José dos Campos", "SP", "12232271"
"Rua", "Vítor Pinto Ribeiro", "Jardim Cruzeiro do Sul", "São José dos Campos", "SP", "12234809"
"Rua", "Wagner Porcini", "Campo dos Alemães", "São José dos Campos", "SP", "12239330"
"Rua", "Waldelirio de Castro", "Residencial Armando Moreira Righi", "São José dos Campos", "SP", "12247802"
"Rua", "Waldemar Anhaias", "Urbanova", "São José dos Campos", "SP", "12244290"
"Rua", "Waldemar Luiz Consiglio", "Residencial Armando Moreira Righi", "São José dos Campos", "SP", "12247800"
"Rua", "Waldemar Oliveira", "Jardim dos Bandeirantes", "São José dos Campos", "SP", "12234794"
"Rua", "Waldemar Pinto da Cunha", "Campo dos Alemães", "São José dos Campos", "SP", "12239430"
"Rua", "Waldemar Teixeira", "Jardim Torrão de Ouro", "São José dos Campos", "SP", "12229010"
"Rua", "Waldemir Tescarollo", "Residencial Ana Maria", "São José dos Campos", "SP", "12224811"
"Rua", "Waldir Gaioso", "Monte Castelo", "São José dos Campos", "SP", "12215580"
"Rua", "Waldomiro Ferraz", "Urbanova", "São José dos Campos", "SP", "12244488"
"Rua", "Waldomiro Nunes", "Residencial Armando Moreira Righi", "São José dos Campos", "SP", "12247818"
"Rua", "Waldomiro Rosendo de Oliveira", "Vila Industrial", "São José dos Campos", "SP", "12220430"
"Rua", "Walter Bastos", "Campo dos Alemães", "São José dos Campos", "SP", "12239760"
"Rua", "Walter de Alencar Costa", "Jardim das Indústrias", "São José dos Campos", "SP", "12240330"
"Rua", "Wanderlei de Oliveira", "Residencial União", "São José dos Campos", "SP", "12239027"
"Rua", "Wanderley Friggi", "Loteamento Residencial Vista Linda", "São José dos Campos", "SP", "12220056"
"Rua", "Wanderlucia Martins Oliveira Maciel", "Residencial Gazzo", "São José dos Campos", "SP", "12236851"
"Rua", "Werner da Costa Coelho", "Jardim Madureira", "São José dos Campos", "SP", "12232290"
"Rua", "Wilma Vinhas Santos", "Jardim Portugal", "São José dos Campos", "SP", "12232170"
"Praça", "Wilson Rocha de Siqueira", "Conjunto Residencial Trinta e Um de Março", "São José dos Campos", "SP", "12237780"
"Rua", "Wilton Reis Costa", "Eldorado", "São José dos Campos", "SP", "12238574"
"Rua", "Winston Churchill", "Jardim das Indústrias", "São José dos Campos", "SP", "12240681"
"Rua", "Wladimir Herzog", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233610"
"Rua", "Wlamir Rogério Friggi", "Jardim Torrão de Ouro", "São José dos Campos", "SP", "12229120"
"Rua", "Xapuri", "Parque Industrial", "São José dos Campos", "SP", "12235781"
"Rua", "Xavantes", "Vila Jaci", "São José dos Campos", "SP", "12211411"
"Rua", "Xingu", "Vila São Bento", "São José dos Campos", "SP", "12231560"
"Praça", "Yamagata", "Jardim Oriente", "São José dos Campos", "SP", "12236021"
"Rua", "Yamaguti", "Jardim Oriente", "São José dos Campos", "SP", "12236081"
"Avenida", "Yedo Martins", "Conjunto Residencial Esplanada do Sol", "São José dos Campos", "SP", "12244820"
"Rua", "Yoshikatsu Iida", "Residencial Sol Nascente", "São José dos Campos", "SP", "12236072"
"Rua", "Yukiko Ishida", "Condomínio Royal Park", "São José dos Campos", "SP", "12246877"
"Rua", "Zacarias Silva", "Jardim Satélite", "São José dos Campos", "SP", "12231660"
"Rua", "Zacatecas", "Jardim das Paineiras II", "São José dos Campos", "SP", "12226104"
"Rua", "Zaíra Galdino da Silva", "Residencial Dom Bosco", "São José dos Campos", "SP", "12225884"
"Rua", "Zeferino Inácio Vieira", "Jardim Portugal", "São José dos Campos", "SP", "12232151"
"Rua", "Zelfira Bianchi", "Jardim Santa Inês II", "São José dos Campos", "SP", "12248150"
"Rua", "Zenaide Pereira de Faria", "Residencial Cambuí", "São José dos Campos", "SP", "12227075"
"Rua", "Zilda Pinotti Martins", "Conjunto Residencial Elmano Veloso", "São José dos Campos", "SP", "12234510"
"Rua", "Zildo Pimentel", "Jardim Estoril", "São José dos Campos", "SP", "12232010"
"Rua", "Zoraide Siqueira", "Jardim Telespark", "São José dos Campos", "SP", "12212680"
"Rua", "Zélia Albuquerque dos Santos", "Cidade Morumbi", "São José dos Campos", "SP", "12236680"
"Rua", "da Alegria", "Floradas de São José", "São José dos Campos", "SP", "12230086"
"Largo", "da Boa Vista", "Jardim Boa Vista", "São José dos Campos", "SP", "12213690"
"Estrada", "da Colônia Paraiso", "Residencial União", "São José dos Campos", "SP", "12239044"
"Rua", "da Consolação", "Santana", "São José dos Campos", "SP", "12212180"
"Rua", "da Constituinte", "Alto da Ponte", "São José dos Campos", "SP", "12212380"
"Praça", "da Criança", "Jardim das Indústrias", "São José dos Campos", "SP", "12240002"
"Alameda", "da Floresta", "Condomínio Residencial Floresta", "São José dos Campos", "SP", "12223840"
"Rua", "da Grama", "Santana", "São José dos Campos", "SP", "12211622"
"Rua", "da Granja", "Campus do CTA", "São José dos Campos", "SP", "12228680"
"Praça", "da Justiça", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246259"
"Avenida", "da Liberdade", "Jardim Alvorada", "São José dos Campos", "SP", "12240550"
"Estrada", "da Olaria", "Vila Industrial", "São José dos Campos", "SP", "12220592"
"Rua", "da Palha", "Jardim Limoeiro", "São José dos Campos", "SP", "12241440"
"Praça", "da República", "Monte Castelo", "São José dos Campos", "SP", "12215320"
"Rua", "das Acerolas", "Residencial Frei Galvão", "São José dos Campos", "SP", "12248706"
"Rua", "das Acácias", "Vila Nair", "São José dos Campos", "SP", "12231020"
"Rua", "das Aleluias", "Jardim das Flores", "São José dos Campos", "SP", "12247740"
"Rua", "das Alfazemas", "Jardim das Flores", "São José dos Campos", "SP", "12247631"
"Rua", "das Aliseas", "Jardim das Flores", "São José dos Campos", "SP", "12247720"
"Rua", "das Amariliseas", "Jardim das Indústrias", "São José dos Campos", "SP", "12240010"
"Rua", "das Ambrósias", "Jardim das Indústrias", "São José dos Campos", "SP", "12240080"
"Rua", "das Ameixas", "Residencial Frei Galvão", "São José dos Campos", "SP", "12248708"
"Rua", "das Amoras", "Residencial Frei Galvão", "São José dos Campos", "SP", "12248702"
"Rua", "das Amoreiras", "Residencial Cambuí", "São José dos Campos", "SP", "12227073"
"Rua", "das Amêndoas", "Residencial Frei Galvão", "São José dos Campos", "SP", "12248707"
"Rua", "das Anchovas", "Altos do Esplanada", "São José dos Campos", "SP", "12246014"
"Rua", "das Andorinhas", "Vila Tatetuba", "São José dos Campos", "SP", "12220170"
"Rua", "das Angelicas", "Jardim Motorama", "São José dos Campos", "SP", "12224260"
"Rua", "das Araras", "Vila Tatetuba", "São José dos Campos", "SP", "12220260"
"Rua", "das Arraias", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246330"
"Rua", "das Artimisias", "Jardim das Indústrias", "São José dos Campos", "SP", "12240050"
"Rua", "das Avelãs", "Residencial Frei Galvão", "São José dos Campos", "SP", "12248710"
"Rua", "das Avencas", "Jardim das Flores", "São José dos Campos", "SP", "12247690"
"Rua", "das Azaléas", "Jardim Motorama", "São José dos Campos", "SP", "12224060"
"Rua", "das Açucenas", "Jardim das Indústrias", "São José dos Campos", "SP", "12240140"
"Rua", "das Baleias", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246290"
"Praça", "das Bandeiras", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233003"
"Rua", "das Begônias", "Jardim das Flores", "São José dos Campos", "SP", "12247770"
"Rua", "das Campanulas", "Jardim das Flores", "São José dos Campos", "SP", "12247620"
"Rua", "das Carpas", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246292"
"Rua", "das Cerejas", "Residencial Frei Galvão", "São José dos Campos", "SP", "12248701"
"Rua", "das Chácaras", "Jardim Oriente", "São José dos Campos", "SP", "12236080"
"Rua", "das Cidreiras", "Residencial Cambuí", "São José dos Campos", "SP", "12227078"
"Rua", "das Cigarras", "Jardim Satélite", "São José dos Campos", "SP", "12230120"
"Rua", "das Corvinas", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246210"
"Rua", "das Costureiras", "Parque Novo Horizonte", "São José dos Campos", "SP", "12225801"
"Rua", "das Cravinas", "Jardim Motorama", "São José dos Campos", "SP", "12224190"
"Rua", "das Crisandálias", "Jardim das Indústrias", "São José dos Campos", "SP", "12240120"
"Avenida", "das Curruiras", "Jardim Uirá", "São José dos Campos", "SP", "12227620"
"Rua", "das Datilográfas", "Parque Novo Horizonte", "São José dos Campos", "SP", "12225820"
"Rua", "das Dâlias", "Jardim Motorama", "São José dos Campos", "SP", "12224080"
"Rua", "das Enchovas", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246240"
"Rua", "das Enfermeiras", "Jardim Valparaíba", "São José dos Campos", "SP", "12221300"
"Rua", "das Felandrias", "Jardim das Indústrias", "São José dos Campos", "SP", "12240040"
"Rua", "das Figueiras", "Residencial Cambuí", "São José dos Campos", "SP", "12227074"
"Rua", "das Flores", "Jardim Santa Maria", "São José dos Campos", "SP", "12225397"
"Rua", "das Floristas", "Parque Novo Horizonte", "São José dos Campos", "SP", "12225802"
"Rua", "das Framboesas", "Residencial Frei Galvão", "São José dos Campos", "SP", "12248705"
"Praça", "das Gaivotas", "Vila Tatetuba", "São José dos Campos", "SP", "12220220"
"Rua", "das Gardenias", "Jardim Motorama", "São José dos Campos", "SP", "12224230"
"Rua", "das Glicínias", "Jardim Motorama", "São José dos Campos", "SP", "12224170"
"Rua", "das Graviolas", "Residencial Frei Galvão", "São José dos Campos", "SP", "12248711"
"Rua", "das Heras", "Jardim das Flores", "São José dos Campos", "SP", "12247780"
"Rua", "das Hortensias", "Jardim Motorama", "São José dos Campos", "SP", "12224200"
"Rua", "das Iris", "Jardim das Flores", "São José dos Campos", "SP", "12247640"
"Rua", "das Jaboticabeiras", "Residencial Cambuí", "São José dos Campos", "SP", "12227072"
"Rua", "das Jacutingas", "Jardim Uirá", "São José dos Campos", "SP", "12227640"
"Alameda", "das Laranjeiras", "Condomínio Residencial Floresta", "São José dos Campos", "SP", "12223842"
"Rua", "das Lobelias", "Jardim das Indústrias", "São José dos Campos", "SP", "12240460"
"Rua", "das Macieiras", "Residencial Cambuí", "São José dos Campos", "SP", "12227076"
"Rua", "das Madressilvas", "Jardim das Indústrias", "São José dos Campos", "SP", "12240370"
"Rua", "das Malvas", "Jardim das Indústrias", "São José dos Campos", "SP", "12240380"
"Rua", "das Mamonas", "Jardim das Indústrias", "São José dos Campos", "SP", "12240072"
"Alameda", "das Mangueiras", "Condomínio Residencial Floresta", "São José dos Campos", "SP", "12223843"
"Rua", "das Maravilhas", "Jardim Motorama", "São José dos Campos", "SP", "12224020"
"Rua", "das Margaridas", "Jardim Motorama", "São José dos Campos", "SP", "12224090"
"Rua", "das Marulas", "Residencial Frei Galvão", "São José dos Campos", "SP", "12248700"
"Rua", "das Melissas", "Jardim das Flores", "São José dos Campos", "SP", "12247710"
"Rua", "das Mimosas", "Jardim das Flores", "São José dos Campos", "SP", "12247630"
"Rua", "das Monções", "Centro", "São José dos Campos", "SP", "12210050"
"Praça", "das Nações Unidas", "Jardim Paulista", "São José dos Campos", "SP", "12216192"
"Avenida", "das Oliveiras", "Residencial Frei Galvão", "São José dos Campos", "SP", "12248703"
"Rua", "das Orquídeas", "Jardim Motorama", "São José dos Campos", "SP", "12224130"
"Rua", "das Paineiras", "Jardim das Indústrias", "São José dos Campos", "SP", "12241090"
"Rua", "das Palmas", "Jardim das Indústrias", "São José dos Campos", "SP", "12240400"
